price,location,bedrooms,bathrooms,area,road_access,facing,floor,parking,furnish_status
25000000.0,"balkot, bhaktapur",7.0,4.0,1700.0,10.0,east,3.5,3,un-furnished
31000000.0,"gatthaghar, bhaktapur",6.0,4.0,1700.0,13.0,east,3.5,3,un-furnished
43500000.0,"chunikhel, kathmandu",6.0,2.0,1200.0,16.0,south-east,3.0,5,un-furnished
69900000.0,"khumaltar, lalitpur",4.0,5.0,1700.0,13.0,north-east,2.5,3,full-furnished
35000000.0,"lubhu, lalitpur",10.0,4.0,1330.0,20.0,north-east,3.5,4,full-furnished
27000000.0,"lamatar, lalitpur",4.0,3.0,1300.0,18.0,north-west,2.5,6,full-furnished
24000000.0,"balkot, bhaktapur",5.0,3.0,1700.0,10.0,east,3.0,2,un-furnished
29000000.0,"tikathali, lalitpur",6.0,5.0,2800.0,13.0,south-west,3.5,6,semi-furnished
25000000.0,"suryabinayak, bhaktapur",6.0,4.0,2700.0,12.0,west,3.5,6,semi-furnished
34000000.0,"tikathali, lalitpur",6.0,5.0,2800.0,16.0,west,3.5,6,full-furnished
34000000.0,"tikathali, lalitpur",6.0,5.0,2800.0,13.0,south-east,3.5,6,full-furnished
31500000.0,"chunikhel, kathmandu",7.0,5.0,1700.0,13.0,east,3.0,5,full-furnished
36500000.0,"bhangal , kathmandu",6.0,4.0,1700.0,13.0,north-west,3.0,3,semi-furnished
25000000.0,"gatthaghar, bhaktapur",10.0,4.0,1700.0,13.0,north-east,3.0,3,un-furnished
25000000.0,"gatthaghar, bhaktapur",6.0,4.0,1700.0,13.0,north-west,4.0,3,un-furnished
32000000.0,"gatthaghar, bhaktapur",7.0,4.0,1700.0,20.0,west,3.0,3,un-furnished
38500000.0,"hattigauda, kathmandu",6.0,4.0,1700.0,13.0,north,3.0,4,semi-furnished
35000000.0,"budhanilkantha, kathmandu",6.0,4.0,1700.0,13.0,north,3.0,5,semi-furnished
40000000.0,"thaiba, lalitpur",6.0,4.0,1700.0,20.0,east,3.5,1,semi-furnished
38500000.0,"bhangal , kathmandu",6.0,4.0,1700.0,13.0,north,2.5,3,full-furnished
39000000.0,"bojepokhari, lalitpur",7.0,4.0,1700.0,20.0,east,3.0,3,full-furnished
25000000.0,"imadol, lalitpur",8.0,5.0,1700.0,13.0,east,4.0,5,un-furnished
31000000.0,"imadol, lalitpur",5.0,3.0,1700.0,13.0,north-west,3.0,3,full-furnished
52500000.0,"bhangal , kathmandu",6.0,3.0,1200.0,13.0,south,3.0,4,semi-furnished
47000000.0,"bhangal , kathmandu",6.0,3.0,1200.0,13.0,south-east,3.0,6,un-furnished
39000000.0,"greenland chowk, kathmandu",7.0,3.0,1200.0,16.0,east,3.0,3,semi-furnished
38000000.0,"imadol, lalitpur",6.0,4.0,1700.0,14.0,south-east,3.0,3,full-furnished
46000000.0,"bhaisepati, lalitpur",6.0,4.0,1700.0,13.0,east,3.0,3,full-furnished
38500000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,north-east,3.5,5,semi-furnished
17500000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,south-west,1.5,3,semi-furnished
47500000.0,"ochu height, lalitpur",6.0,4.0,1700.0,26.0,south,3.5,3,semi-furnished
27500000.0,"ochu height, lalitpur",6.0,4.0,1700.0,13.0,south,2.5,3,un-furnished
16500000.0,"sanagaun, lalitpur",3.0,2.0,1700.0,13.0,south,1.5,3,semi-furnished
25000000.0,"lubhu, lalitpur",7.0,5.0,1700.0,13.0,south-west,3.5,3,semi-furnished
35000000.0,"lubhu, lalitpur",8.0,5.0,1700.0,32.0,south-east,3.5,4,semi-furnished
25000000.0,"imadol, lalitpur",8.0,6.0,1700.0,13.0,east,4.0,4,semi-furnished
49000000.0,"imadol, lalitpur",5.0,5.0,3300.0,14.0,north,3.5,6,full-furnished
28500000.0,"tikathali, lalitpur",5.0,5.0,2440.0,13.0,west,3.5,3,semi-furnished
22500000.0,"tikathali, lalitpur",6.0,3.0,2100.0,10.0,north,3.5,6,semi-furnished
30000000.0,"bhaisepati, lalitpur",4.0,3.0,1700.0,22.0,south-east,3.0,4,un-furnished
37500000.0,"shital height, lalitpur",5.0,3.0,1700.0,13.0,south,3.0,4,full-furnished
55000000.0,"bhaisepati, lalitpur",5.0,3.0,1700.0,13.0,south,3.0,7,semi-furnished
25500000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,west,3.5,5,semi-furnished
37500000.0,"imadol, lalitpur",6.0,3.0,1700.0,13.0,north-east,3.0,2,full-furnished
150000000.0,"mahalaxmisthan, lalitpur",5.0,3.0,1700.0,13.0,south-east,2.0,6,semi-furnished
26000000.0,"megha city, kathmandu",6.0,3.0,1200.0,13.0,south,3.0,3,semi-furnished
45000000.0,"shital height, lalitpur",6.0,4.0,1700.0,18.0,south-west,3.5,5,full-furnished
27500000.0,"shital height, lalitpur",6.0,4.0,1700.0,13.0,south,3.0,3,semi-furnished
35000000.0,"grande hospital, kathmandu",4.0,3.0,1000.0,14.0,south,2.5,4,un-furnished
36500000.0,"bojepokhari, lalitpur",5.0,5.0,2768.0,13.0,east,3.0,3,full-furnished
25500000.0,"siddhipur, lalitpur",7.0,4.0,2433.0,20.0,south,3.5,3,semi-furnished
19000000.0,"shital height, lalitpur",5.0,3.0,1993.0,13.0,north,3.0,3,semi-furnished
32700000.0,"nakhudole, lalitpur",5.0,3.0,1200.0,14.0,south,3.5,4,un-furnished
29900000.000000004,"chasidol, lalitpur",3.0,7.0,3987.0,20.0,east,3.5,4,full-furnished
16000000.0,"tikathali, lalitpur",3.0,2.0,1700.0,11.0,south,1.0,2,un-furnished
27500000.0,"tikathali, lalitpur",7.0,3.0,1700.0,20.0,north-east,2.5,3,semi-furnished
17000000.0,"tikathali, lalitpur",7.0,3.0,1700.0,15.0,north-east,2.5,3,un-furnished
33000000.0,"shital height, lalitpur",5.0,4.0,1700.0,13.0,east,3.5,3,semi-furnished
57500000.0,"shital height, lalitpur",5.0,3.0,1700.0,13.0,south-east,3.5,3,semi-furnished
22500000.0,"ochu height, lalitpur",6.0,3.0,1700.0,13.0,north,3.5,3,semi-furnished
17500000.0,"ochu height, lalitpur",6.0,3.0,1700.0,13.0,north,3.5,3,semi-furnished
32500000.0,"shital height, lalitpur",5.0,3.0,1700.0,13.0,north,3.0,3,semi-furnished
49900000.0,"shital height, lalitpur",5.0,3.0,1700.0,13.0,north,3.0,4,semi-furnished
87500000.0,"hattigauda, kathmandu",5.0,3.0,1700.0,13.0,south-east,2.5,7,full-furnished
67000000.0,"bhaisepati, lalitpur",6.0,4.0,2800.0,18.0,south-west,2.5,6,full-furnished
34000000.0,"tikathali, lalitpur",5.0,3.0,1700.0,16.0,south,3.0,3,semi-furnished
36500000.0,"shital height, lalitpur",6.0,4.0,1700.0,13.0,north,3.0,4,semi-furnished
41500000.0,"new baneshwor, kathmandu",3.0,4.0,1700.0,11.0,north-east,3.5,7,full-furnished
28000000.0,"imadol, lalitpur",7.0,5.0,1700.0,13.0,east,2.5,3,semi-furnished
52500000.0,"bhaisepati, lalitpur",6.0,5.0,3200.0,16.0,north-west,2.5,5,full-furnished
41500000.0,"shital height, lalitpur",6.0,5.0,3200.0,17.0,south-west,3.5,3,full-furnished
39500000.0,"bojepokhari, lalitpur",6.0,5.0,3400.0,13.0,east,3.5,3,full-furnished
45000000.0,"imadol, lalitpur",6.0,5.0,3000.0,13.0,east,3.5,6,full-furnished
32500000.0,"imadol, lalitpur",5.0,5.0,2314.0,13.0,north,3.5,3,full-furnished
47000000.0,"bhangal , kathmandu",6.0,3.0,1200.0,13.0,south,3.0,3,semi-furnished
35000000.0,"phutung, kathmandu",6.0,3.0,1200.0,13.0,north-east,3.0,6,semi-furnished
25500000.0,"megha city, kathmandu",6.0,3.0,1200.0,13.0,east,3.0,3,un-furnished
14500000.0,"thankot, kathmandu",3.0,4.0,1700.0,16.0,south-east,1.5,3,semi-furnished
15500000.0,"mulpani, kathmandu",3.0,4.0,1700.0,13.0,south-west,1.0,3,semi-furnished
29000000.0,"lamatar, lalitpur",5.0,4.0,1435.0,16.0,east,2.5,6,full-furnished
32000000.0,"chunikhel, kathmandu",6.0,3.0,1200.0,13.0,east,3.0,3,semi-furnished
44000000.0,"suryadarshan height, kathmandu",7.0,3.0,1200.0,16.0,north-west,3.0,3,un-furnished
23000000.0,"balkot, bhaktapur",6.0,5.0,2800.0,13.0,south-east,3.0,6,semi-furnished
46500000.0,"bhaisepati, lalitpur",6.0,5.0,2800.0,13.0,east,3.5,6,semi-furnished
80000000.0,"hattiban, lalitpur",10.0,9.0,1700.0,18.0,south-east,3.5,3,semi-furnished
45000000.0,"chyasundole, kathmandu",7.0,3.0,1200.0,14.0,south,3.0,6,semi-furnished
27500000.0,"manamaiju, kathmandu",7.0,3.0,1200.0,13.0,east,3.0,3,un-furnished
33000000.0,"hattigauda, kathmandu",8.0,3.0,1000.0,13.0,east,3.0,4,semi-furnished
36500000.0,"shital height, lalitpur",6.0,4.0,1700.0,13.0,east,3.0,3,full-furnished
46500000.0,"shital height, lalitpur",6.0,4.0,1700.0,13.0,east,3.0,3,full-furnished
29900000.000000004,"chunikhel, kathmandu",6.0,4.0,1700.0,13.0,east,2.0,4,semi-furnished
44500000.0,"chunikhel, kathmandu",7.0,6.0,1700.0,13.0,south-east,2.0,5,semi-furnished
24500000.0,"tikathali, lalitpur",5.0,3.0,1700.0,13.0,west,3.0,3,un-furnished
67000000.0,"bhaisepati, lalitpur",4.0,4.0,2600.0,18.0,south-west,2.5,4,full-furnished
28500000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,north-west,3.0,3,semi-furnished
26000000.0,"tikathali, lalitpur",5.0,4.0,1700.0,13.0,west,3.0,3,semi-furnished
29000000.0,"balkot, bhaktapur",5.0,3.0,1700.0,20.0,east,2.5,4,un-furnished
18000000.0,"bhatkepati, kathmandu",4.0,4.0,1700.0,13.0,north-east,2.0,3,semi-furnished
37500000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,north-east,3.0,3,full-furnished
24000000.0,"maitrinagar, kathmandu",10.0,4.0,1700.0,13.0,north,4.0,1,semi-furnished
30000000.0,"balkot, bhaktapur",14.0,7.0,1700.0,10.0,north,3.5,3,semi-furnished
67500000.0,"imadol, lalitpur",7.0,8.0,1700.0,13.0,east,2.0,10,semi-furnished
51000000.0,"samakhusi, kathmandu",6.0,2.0,1200.0,14.0,south,3.5,7,semi-furnished
45000000.0,"sanagaun, lalitpur",6.0,5.0,1700.0,13.0,north-east,3.0,5,semi-furnished
22000000.0,"sai baba chowk, kathmandu",6.0,1.0,1200.0,13.0,east,3.0,3,semi-furnished
24000000.0,"balkot, bhaktapur",5.0,4.0,2700.0,14.0,south-east,2.5,6,semi-furnished
31500000.0,"tikathali, lalitpur",5.0,4.0,1700.0,16.0,south-east,3.0,3,semi-furnished
57900000.0,"bishalnagar, kathmandu",5.0,2.0,1200.0,13.0,east,3.5,4,un-furnished
36500000.0,"bhangal , kathmandu",6.0,5.0,2700.0,13.0,north,3.5,6,semi-furnished
23000000.0,"sirutar, bhaktapur",6.0,4.0,2700.0,10.0,north-east,3.0,6,semi-furnished
29000000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,north,3.5,3,semi-furnished
130000000.0,"budhanilkantha, kathmandu",5.0,3.0,1700.0,13.0,west,2.5,3,full-furnished
35000000.0,"imadol, lalitpur",6.0,4.0,999.0,11.0,north,3.0,3,un-furnished
37500000.0,"rajkulo, lalitpur",6.0,5.0,2800.0,20.0,east,3.5,7,full-furnished
30000000.0,"lubhu, lalitpur",6.0,6.0,2700.0,13.0,north-east,3.5,6,semi-furnished
37500000.0,"bhangal , kathmandu",7.0,3.0,1000.0,13.0,south,3.5,3,full-furnished
23500000.0,"megha city, kathmandu",5.0,3.0,1000.0,20.0,south-east,2.5,3,full-furnished
42500000.0,"pasikot, kathmandu",7.0,4.0,1700.0,13.0,east,2.5,3,semi-furnished
31500000.0,"tikathali, lalitpur",5.0,3.0,1700.0,13.0,south-west,2.5,3,semi-furnished
32000000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,north,4.5,3,semi-furnished
56000000.0,"handigaun, kathmandu",7.0,3.0,1200.0,20.0,south,3.0,3,un-furnished
52500000.0,"chandol, kathmandu",14.0,4.0,1200.0,24.0,south,3.0,3,un-furnished
29000000.0,"kapan, kathmandu",7.0,4.0,1700.0,13.0,south-east,2.5,3,semi-furnished
29000000.0,"lamatar, lalitpur",5.0,3.0,1700.0,13.0,south,2.5,3,semi-furnished
32000000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,east,3.5,4,semi-furnished
22000000.0,"sitapakha, lalitpur",4.0,3.0,1700.0,13.0,north,3.5,3,un-furnished
22000000.0,"sitapakha, lalitpur",4.0,3.0,1700.0,13.0,south,2.5,3,semi-furnished
17000000.0,"lubhu, lalitpur",2.0,1.0,1232.0,16.0,west,1.5,2,semi-furnished
27500000.0,"bhandari marg, lalitpur",6.0,3.0,1700.0,14.0,north,3.0,4,semi-furnished
14500000.0,"lubhu, lalitpur",2.0,2.0,1700.0,13.0,west,1.0,3,semi-furnished
24000000.0,"chunikhel, kathmandu",4.0,3.0,1700.0,13.0,north,2.5,3,semi-furnished
28000000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,south-west,3.0,4,semi-furnished
29000000.0,"tikathali, lalitpur",8.0,5.0,2655.0,13.0,north,3.5,4,semi-furnished
23000000.0,"lubhu, lalitpur",5.0,3.0,1977.0,13.0,north,2.5,3,semi-furnished
435000000.0,"chapali, kathmandu",6.0,3.0,1200.0,13.0,west,3.0,2,semi-furnished
52500000.0,"bhangal , kathmandu",6.0,3.0,1200.0,16.0,east,3.0,4,semi-furnished
385000000.0,"chapali, kathmandu",4.0,1.0,1200.0,13.0,south,3.0,2,semi-furnished
150000000.0,"italitar, kathmandu",5.0,3.0,1700.0,13.0,south-west,3.5,7,full-furnished
27500000.0,"balkot, bhaktapur",6.0,4.0,1700.0,13.0,west,3.0,3,semi-furnished
39000000.0,"shital height, lalitpur",5.0,5.0,2780.0,12.0,west,3.5,3,full-furnished
110000000.0,"budhanilkantha, kathmandu",5.0,3.0,1700.0,13.0,north-east,2.5,5,full-furnished
67500000.0,"kapan, kathmandu",6.0,4.0,1700.0,26.0,south-east,2.5,2,semi-furnished
33500000.0,"makalbari, kathmandu",8.0,5.0,1700.0,14.0,east,4.0,6,semi-furnished
42000000.0,"baneshwor, kathmandu",6.0,4.0,1700.0,13.0,east,3.0,3,un-furnished
32500000.0,"baneshwor, kathmandu",8.0,4.0,1700.0,13.0,south,4.0,3,un-furnished
42500000.0,"lalitpur, lalitpur",14.0,6.0,1700.0,13.0,north-west,3.0,5,semi-furnished
67500000.0,"jorpati, kathmandu",15.0,4.0,1700.0,20.0,north-east,4.0,8,full-furnished
35900000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,east,3.0,3,semi-furnished
65000000.0,"dhaneshwor, kathmandu",5.0,4.0,1700.0,15.0,south,2.0,7,semi-furnished
27500000.0,"bhaisepati, lalitpur",5.0,3.0,1700.0,13.0,east,2.0,3,semi-furnished
32500000.0,"harisiddhi, lalitpur",7.0,2.0,1050.0,19.0,south,2.5,5,un-furnished
31500000.0,"baniyatar, kathmandu",8.0,4.0,1700.0,13.0,west,3.5,3,semi-furnished
38000000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,north,4.5,3,semi-furnished
23500000.0,"lubhu, lalitpur",8.0,3.0,1050.0,20.0,north-east,2.5,4,un-furnished
28000000.0,"sanagaun, lalitpur",5.0,4.0,2123.0,13.0,north,3.0,4,semi-furnished
27000000.0,"shital height, lalitpur",4.0,4.0,2123.0,16.0,north,3.0,4,full-furnished
23000000.0,"sanagaun, lalitpur",6.0,4.0,2112.0,13.0,south-east,2.5,3,semi-furnished
30000000.0,"lubhu, lalitpur",6.0,4.0,2800.0,13.0,north-east,3.5,4,semi-furnished
23500000.0,"lubhu, lalitpur",6.0,4.0,2800.0,16.0,east,3.5,4,semi-furnished
53000000.0,"imadol, lalitpur",5.0,4.0,2105.0,20.0,south,2.5,4,full-furnished
35000000.0,"tikathali, lalitpur",5.0,4.0,2805.0,13.0,west,3.5,4,full-furnished
22000000.0,"sitapakha, lalitpur",4.0,2.0,1700.0,13.0,south,2.5,3,semi-furnished
30000000.0,"bhaisepati, lalitpur",4.0,3.0,1700.0,22.0,south-east,3.5,5,semi-furnished
39000000.0,"tikathali, lalitpur",6.0,4.0,1700.0,20.0,south-west,4.0,3,full-furnished
34500000.0,"chunikhel, kathmandu",6.0,3.0,1200.0,14.0,north-east,3.0,3,semi-furnished
35000000.0,"bhaisepati, lalitpur",6.0,4.0,1700.0,13.0,south,3.5,3,semi-furnished
16000000.0,"lubhu, lalitpur",2.0,1.0,1700.0,20.0,west,1.0,3,un-furnished
30500000.0,"sudal, bhaktapur",7.0,5.0,3000.0,20.0,south,3.5,6,full-furnished
29000000.0,"makalbari, kathmandu",5.0,4.0,1700.0,13.0,east,2.0,6,semi-furnished
23500000.0,"lubhu, lalitpur",6.0,4.0,1700.0,20.0,north,3.5,3,semi-furnished
48000000.0,"ochu height, lalitpur",6.0,5.0,1700.0,20.0,east,3.5,5,full-furnished
29000000.0,"shital height, lalitpur",6.0,3.0,1700.0,20.0,west,3.0,5,full-furnished
32500000.0,"shital height, lalitpur",6.0,4.0,1700.0,20.0,east,3.0,3,full-furnished
30000000.0,"shital height, lalitpur",6.0,4.0,1700.0,20.0,east,3.0,3,semi-furnished
27500000.0,"shital height, lalitpur",6.0,4.0,1700.0,20.0,east,3.0,3,semi-furnished
30500000.0,"jorpati, kathmandu",6.0,4.0,1700.0,13.0,north,2.0,3,semi-furnished
32500000.0,"sirutar, bhaktapur",5.0,3.0,1700.0,16.0,south,2.5,3,semi-furnished
32000000.0,"jorpati, kathmandu",5.0,4.0,1700.0,13.0,east,3.0,4,semi-furnished
29900000.000000004,"ganesh chowk, kathmandu",6.0,3.0,1200.0,14.0,south,3.0,3,semi-furnished
19000000.0,"manamaiju, kathmandu",3.0,1.0,1000.0,13.0,west,1.5,2,un-furnished
42500000.0,"imadol, lalitpur",7.0,4.0,1700.0,13.0,south,3.0,5,semi-furnished
77500000.0,"ganesh chowk, kathmandu",5.0,2.0,1500.0,15.0,south-east,3.0,8,semi-furnished
36000000.0,"boharatar, kathmandu",7.0,5.0,1700.0,12.0,north-east,3.5,3,semi-furnished
22500000.0,"tikathali, lalitpur",5.0,3.0,1700.0,13.0,south,3.0,3,semi-furnished
45000000.0,"sitapaila, kathmandu",5.0,7.0,1700.0,15.0,south,4.0,3,semi-furnished
47500000.0,"ochu height, lalitpur",7.0,4.0,1700.0,13.0,north-east,3.0,6,semi-furnished
52500000.0,"ochu height, lalitpur",7.0,7.0,1700.0,13.0,south,3.0,3,semi-furnished
42000000.0,"tikathali, lalitpur",9.0,6.0,1700.0,10.0,west,3.0,3,semi-furnished
26000000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,south,3.0,3,semi-furnished
29000000.0,"gothatar, kathmandu",6.0,4.0,1700.0,13.0,east,2.0,1,semi-furnished
31000000.0,"gothatar, kathmandu",5.0,5.0,1700.0,13.0,east,2.0,1,semi-furnished
45000000.0,"mandikhatar, kathmandu",6.0,3.0,1500.0,16.0,south,3.0,3,un-furnished
39000000.0,"imadol, lalitpur",5.0,3.0,1700.0,13.0,south-west,4.0,3,semi-furnished
33000000.0,"tikathali, lalitpur",7.0,4.0,1700.0,13.0,south-east,3.0,3,semi-furnished
23000000.0,"lasuntar, kathmandu",5.0,3.0,1700.0,13.0,east,2.5,2,semi-furnished
25000000.0,"lambagar, kathmandu",7.0,3.0,1700.0,13.0,north,3.5,3,semi-furnished
36500000.0,"lasuntar, kathmandu",6.0,4.0,1700.0,14.0,west,2.0,3,semi-furnished
30500000.0,"imadol, lalitpur",6.0,3.0,1700.0,13.0,west,3.0,3,semi-furnished
28500000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,west,3.0,3,semi-furnished
19000000.0,"imadol, lalitpur",4.0,2.0,2200.0,13.0,north,2.5,6,semi-furnished
83000000.0,"chhauni, kathmandu",5.0,6.0,1700.0,16.0,south,3.0,10,full-furnished
52500000.0,"ochu height, lalitpur",6.0,5.0,2900.0,13.0,south,3.0,8,full-furnished
42500000.0,"ochu height, lalitpur",6.0,5.0,3455.0,13.0,south,3.5,4,full-furnished
31000000.0,"shital height, lalitpur",6.0,4.0,1700.0,13.0,west,3.0,3,semi-furnished
28500000.0,"imadol, lalitpur",5.0,4.0,1700.0,13.0,south,2.5,3,semi-furnished
31000000.0,"imadol, lalitpur",5.0,4.0,12.0,13.0,east,3.0,3,semi-furnished
25000000.0,"imadol, lalitpur",5.0,4.0,1700.0,13.0,east,2.5,3,semi-furnished
42000000.0,"pepsicola, kathmandu",6.0,4.0,1700.0,20.0,east,3.5,3,semi-furnished
16000000.0,"tikathali, lalitpur",2.0,1.0,1700.0,20.0,north-east,1.0,3,semi-furnished
25000000.0,"tikathali, lalitpur",7.0,4.0,1700.0,20.0,north,3.0,3,semi-furnished
14000000.0,"tikathali, lalitpur",1.0,1.0,1700.0,10.0,south,1.0,3,un-furnished
52500000.0,"ochu height, lalitpur",6.0,4.0,1700.0,13.0,south,3.0,3,semi-furnished
26000000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,west,3.0,3,semi-furnished
22500000.0,"siddhipur, lalitpur",5.0,2.0,1700.0,13.0,south,2.5,3,semi-furnished
16000000.0,"sanagaun, lalitpur",3.0,2.0,1700.0,13.0,south,1.5,3,semi-furnished
16000000.0,"sanagaun, lalitpur",2.0,1.0,1700.0,10.0,north,1.0,3,semi-furnished
31000000.0,"suryadarshan height, kathmandu",7.0,3.0,1200.0,13.0,south-west,3.0,3,un-furnished
25500000.0,"imadol, lalitpur",6.0,3.0,1700.0,13.0,north,2.5,3,semi-furnished
25000000.0,"tikathali, lalitpur",4.0,3.0,1700.0,13.0,south-east,2.5,5,semi-furnished
49000000.0,"shital height, lalitpur",6.0,4.0,2900.0,13.0,north-east,3.5,7,full-furnished
40000000.0,"bode, bhaktapur",6.0,6.0,2800.0,20.0,east,3.5,6,semi-furnished
27500000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,south,3.0,3,full-furnished
36500000.0,"rajkulo, lalitpur",6.0,4.0,3100.0,26.0,east,3.5,3,full-furnished
32500000.0,"shital height, lalitpur",5.0,5.0,1700.0,13.0,east,3.0,3,semi-furnished
23500000.0,"tikathali, lalitpur",5.0,5.0,1700.0,14.0,west,3.0,3,semi-furnished
25500000.0,"bhandari marg, lalitpur",5.0,4.0,13.0,13.0,north,3.0,3,semi-furnished
32500000.0,"hattiban, lalitpur",7.0,6.0,2946.0,20.0,south,3.5,4,full-furnished
43500000.0,"shital height, lalitpur",5.0,5.0,2890.0,13.0,south-west,3.5,4,full-furnished
50000000.0,"tahachal, kathmandu",4.0,4.0,1700.0,20.0,east,2.5,3,semi-furnished
29500000.0,"sanagaun, lalitpur",6.0,5.0,1700.0,13.0,east,2.5,3,semi-furnished
23000000.0,"imadol, lalitpur",7.0,3.0,1700.0,13.0,north,2.5,3,semi-furnished
21000000.0,"imadol, lalitpur",5.0,3.0,1700.0,13.0,south,2.5,4,semi-furnished
37500000.0,"tikathali, lalitpur",6.0,5.0,2700.0,20.0,west,3.5,6,semi-furnished
27500000.0,"tikathali, lalitpur",6.0,4.0,1700.0,13.0,south,3.0,4,full-furnished
23000000.0,"tikathali, lalitpur",5.0,3.0,1700.0,13.0,south,2.5,3,semi-furnished
19000000.0,"imadol, lalitpur",4.0,3.0,1700.0,13.0,south,2.5,3,semi-furnished
84900000.0,"chhauni, kathmandu",4.0,4.0,1700.0,14.0,north-east,2.5,3,semi-furnished
26500000.0,"imadol, lalitpur",4.0,4.0,1700.0,20.0,south,2.5,3,semi-furnished
41500000.0,"mandikhatar, kathmandu",5.0,2.0,1197.0,13.0,west,2.5,6,un-furnished
25500000.0,"gothatar, kathmandu",6.0,3.0,1200.0,13.0,south-west,3.0,3,un-furnished
49900000.0,"bhangal , kathmandu",6.0,4.0,1700.0,13.0,south,3.0,3,semi-furnished
60000000.0,"panipokhari, kathmandu",4.0,4.0,1700.0,18.0,north,3.5,3,full-furnished
51000000.0,"bhangal , kathmandu",6.0,4.0,1700.0,13.0,west,3.0,3,full-furnished
29900000.000000004,"imadol, lalitpur",6.0,4.0,1700.0,13.0,north-east,3.0,3,semi-furnished
35000000.0,"baluwatar, kathmandu",5.0,3.0,1000.0,13.0,south-east,2.5,3,un-furnished
70000000.0,"chandol, kathmandu",12.0,4.0,1200.0,26.0,east,3.5,11,un-furnished
31200000.0,"sirutar, bhaktapur",6.0,3.0,1027.0,13.0,south-west,2.5,6,semi-furnished
5000000.0,"samakhusi, kathmandu",4.0,4.0,1700.0,20.0,east,2.0,3,semi-furnished
24000000.0,"imadol, lalitpur",4.0,4.0,1700.0,13.0,south,3.5,3,un-furnished
33000000.0,"imadol, lalitpur",6.0,5.0,1700.0,13.0,west,2.5,3,un-furnished
52500000.0,"chappal karkhana, kathmandu",5.0,5.0,1700.0,13.0,east,2.5,7,full-furnished
45000000.0,"imadol, lalitpur",6.0,6.0,2700.0,16.0,north-east,3.5,7,full-furnished
39500000.0,"shital height, lalitpur",6.0,6.0,2800.0,13.0,north-west,3.5,6,semi-furnished
25000000.0,"gokarna, kathmandu",7.0,4.0,1200.0,13.0,south-east,2.0,3,un-furnished
39000000.0,"imadol, lalitpur",5.0,5.0,3280.0,13.0,east,3.5,4,full-furnished
45000000.0,"sanagaun, lalitpur",6.0,5.0,3280.0,16.0,north-east,3.5,5,full-furnished
47500000.0,"shital height, lalitpur",7.0,5.0,3160.0,20.0,east,3.5,5,semi-furnished
40000000.0,"bode, bhaktapur",7.0,5.0,2800.0,26.0,east,3.5,6,semi-furnished
28000000.0,"tikathali, lalitpur",7.0,5.0,2700.0,13.0,east,3.5,5,semi-furnished
25000000.0,"shital height, lalitpur",6.0,4.0,1700.0,13.0,east,3.0,3,semi-furnished
34000000.0,"imadol, lalitpur",6.0,4.0,1700.0,13.0,north-east,3.0,3,full-furnished
27000000.0,"tikathali, lalitpur",4.0,3.0,1700.0,13.0,south,3.0,3,semi-furnished
18000000.0,"lamatar, lalitpur",4.0,3.0,1700.0,13.0,south-east,2.0,3,semi-furnished
39500000.0,"imadol, lalitpur",6.0,4.0,1700.0,20.0,south,4.0,3,un-furnished
25500000.0,"imadol, lalitpur",5.0,4.0,1700.0,20.0,south,3.0,3,un-furnished
24500000.0,"imadol, lalitpur",4.0,4.0,1700.0,20.0,south,2.5,3,un-furnished
29000000.0,"imadol, lalitpur",6.0,5.0,2200.0,13.0,west,3.5,6,semi-furnished
45000000.0,"shital height, lalitpur",7.0,6.0,3000.0,13.0,west,3.5,6,full-furnished
28000000.0,"imadol, lalitpur",7.0,4.0,1700.0,20.0,north,3.0,3,semi-furnished
27500000.0,"imadol, lalitpur",5.0,4.0,1700.0,13.0,west,3.0,3,semi-furnished
28500000.0,"imadol, lalitpur",6.0,4.0,1700.0,12.0,east,2.5,3,semi-furnished
29000000.0,"harisiddhi, lalitpur",6.0,4.0,1700.0,13.0,south,3.0,3,semi-furnished
160000000.0,"banasthali, kathmandu",15.0,3.0,1500.0,16.0,north-east,4.0,14,un-furnished
27500000.0,"tikathali, lalitpur",7.0,5.0,1700.0,13.0,south,3.5,3,semi-furnished
65000000.0,"nakhipot, lalitpur",5.0,4.0,1700.0,12.0,south-west,2.0,5,full-furnished
32000000.0,"budhanilkantha, kathmandu",6.0,5.0,1700.0,13.0,east,3.0,3,semi-furnished
